Creating config files for noiseless_ang_q16_spsa_seed1:
Configuration file rewritten. Path: /work/qgan/data/train/ang-qml_torch-q16-noiseless-SPSA-aerCPU-rand0-seed1/config.yaml

1 battery configuration files ready.

Running: /work/qgan/data/train/ang-qml_torch-q16-noiseless-SPSA-aerCPU-rand0-seed1/config.yaml
GPUs available to PyTorch: 1
Training data file created.
              Epoch |     Generator cost | Discriminator cost |               Eval |          Best eval |               Time |
                820 |             -0.875 |             -0.513 |             0.0373 |             0.0227 |                356 |
                830 |             -0.854 |             -0.501 |             0.0374 |             0.0227 |                358 |
                840 |             -0.873 |             -0.517 |             0.0388 |             0.0227 |                359 |
                850 |             -0.878 |             -0.521 |               0.04 |             0.0227 |                357 |
                860 |             -0.868 |             -0.524 |             0.0407 |             0.0227 |                355 |
                870 |             -0.872 |             -0.509 |             0.0412 |             0.0227 |                355 |
                880 |             -0.866 |             -0.507 |             0.0394 |             0.0227 |                357 |
                890 |             -0.879 |             -0.519 |             0.0362 |             0.0227 |                358 |
                900 |             -0.868 |             -0.517 |             0.0358 |             0.0227 |                359 |
                910 |             -0.878 |             -0.517 |             0.0352 |             0.0227 |                357 |
                920 |             -0.881 |             -0.513 |             0.0373 |             0.0227 |                355 |
                930 |             -0.878 |             -0.509 |             0.0384 |             0.0227 |                354 |
                940 |             -0.876 |             -0.516 |              0.035 |             0.0227 |                357 |
                950 |             -0.872 |             -0.522 |             0.0349 |             0.0227 |                359 |
                960 |             -0.868 |             -0.508 |             0.0338 |             0.0227 |                359 |
                970 |             -0.903 |             -0.513 |             0.0333 |             0.0227 |                357 |
                980 |              -0.88 |             -0.514 |              0.036 |             0.0227 |                356 |
                990 |             -0.871 |             -0.513 |              0.038 |             0.0227 |                355 |
Training complete: 
   Data path: /work/qgan/data/train/ang-qml_torch-q16-noiseless-SPSA-aerCPU-rand0-seed1 
   Best eval: 0.02274603769183159 
   Total time: 35401.99655628204
1 battery run(s) succeeded.
